;;;;;;;;;
8294688,00;0;;;;;;;;
8294669,00;0;;;;;;;;
8294682,00;0;;;;;;;;
8294657,00;0;;;;;;;;
8294668,00;0;;;;;;;;
8294635,00;0;;;;;;;;
8294637,00;0;;;;;;;;
8294633,00;0;;;;;;;;
8294634,00;0;;;;;;;;
8294683,00;0;;;;;;;;
8294665,00;0;;;;;;;;
8294654,00;0;;;;;;;;
8294644,00;0;;;;;;;;
8294728,00;0;;;;;;;;
8294715,00;0;;;;;;;;
8294724,00;0;;;;;;;;
8294706,00;0;;;;;;;;
8294614,00;0;;;;;;;;
8294621,00;0;;;;;;;;
8294621,00;0;;;;;;;;
8294622,00;0;;;;;;;;
8294702,00;0;;;;;;;;
8294686,00;0;;;;;;;;
8294675,00;0;;;;;;;;
8294708,00;0;;;;;;;;
8294667,00;0;;;;;;;;
8294672,00;0;;;;;;;;
8294693,00;0;;;;;;;;
8294691,00;0;;;;;;;;
8294678,00;0;;;;;;;;
8294671,00;0;;;;;;;;
8294661,00;0;;;;;;;;
8294623,00;0;;;;;;;;
8294621,00;0;;;;;;;;
8294600,00;0;;;;;;;;
8294632,00;0;;;;;;;;
8294730,00;0;;;;;;;;
8294661,00;0;;;;;;;;
8294625,00;0;;;;;;;;
8294665,00;0;;;;;;;;
8294649,00;0;;;;;;;;
8294641,00;0;;;;;;;;
8294720,00;0;;;;;;;;
8294657,00;0;;;;;;;;
8294619,00;0;;;;;;;;
8294656,00;0;;;;;;;;
8294659,00;0;;;;;;;;
8294627,00;0;;;;;;;;
8294598,00;0;;;;;;;;
8294641,00;0;;;;;;;;
8294614,00;0;;;;;;;;
8294579,00;0;;;;;;;;
8294620,00;0;;;;;;;;
8294577,00;0;;;;;;;;
8294576,00;0;;;;;;;;
8294555,00;0;;;;;;;;
8294542,00;0;;;;;;;;
8294538,00;0;;;;;;;;
8294585,00;0;;;;;;;;
8294630,00;0;;;;;;;;
8294658,00;0;;;;;;;;
8294668,00;0;;;;;;;;
8294671,00;0;;;;;;;;
8294605,00;0;;;;;;;;
8294625,00;0;;;;;;;;
8201677,00;20;;;;;;;;
8201666,00;20;;;;;;;;
8201663,00;20;;;;;;;;
8201691,00;20;;;;;;;;
8201719,00;20;;;;;;;;
8201710,00;20;;;;;;;;
8201713,00;20;;;;;;;;
8201797,00;20;;;;;;;;
8201816,00;20;;;;;;;;
8201770,00;20;;;;;;;;
8201779,00;20;;;;;;;;
8201811,00;20;;;;;;;;
8201819,00;20;;;;;;;;
8201833,00;20;;;;;;;;
8201856,00;20;;;;;;;;
8201859,00;20;;;;;;;;
8201875,00;20;;;;;;;;
8201859,00;20;;;;;;;;
8201804,00;20;;;;;;;;
